<<<<<<< HEAD

=======
0,1,2,3,4
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2022.11.14,,"이 강좌를 신청하기 전 2학점 연수를 신청할까, 1학점짜리 이 연수를 신청할까 많이 고민했다. 컴퓨터와 살짝 거리가 있는 나는 그림판을 이용까지는 무리일 것 같아 1학점짜리 이 연수를 신청했다.
연수를 듣는 도중 열심히 연습장에 손그림을 그리는 내 모습을 보며 아이들은 ""아~ 귀여워요!""라고 관심을 보였고, 손재주가 없는 나도 조금씩 자신감을 갖게 되었다.
손그림은 미술 뿐 아니라 사회 시간, 국어 시간에 종종 사용하였다. 자신있게 동작 그림도 하고 싶었지만.. 좀 더 연습이 필요할 것 같다.
그림을 그리니 아이들 반응도 좋고, 내 자신도 자신감이 생겨 수업의 또 다른 장르를 열게 된 것 같다. 연수 밖의 여러 그림도 등록되면 좋을 것 같다."
학생 자존감 수업,15시간,2022.11.14,,"이 연수를 통해 학생들을 보다 더 이해하며 존중하고, 자존감을 더 높일 수 있는 수업을 해야겠다는 생각을 하게 되었습니다. 학교 생활에 있어 아이들과 교사에게 많은 도움이 되고 유익한 연수였습니다."
초등학생 탐구생활,30시간,2022.11.14,,"먼저는 학교일로바쁘다보니 기한내에못들엇어요 ㅜ
허걱
그런데 다시재수강해서들을수잇는방법을알려주셧고 그래서다시듣게되엇어요
학교에서지원받는 연수비로듣는거라 이수증도필요햇고 . 필수이수해야햇거든요.
그래서 꼼꼼히듣게되엇는데. 초등학생들의 이해에도움이많이되었습니다.
특히남자아이들심리나 고학년과의관계까지요
좋았어요"
정훈쌤의 뚝딱 칼림바,15시간,2022.11.14,,"코로나로 집콕하던 시절, 집에서도 쉽게 배울 수 있는 악기라고 해서 칼림바를 덜컥 사놓고 방치만 해두고 있었어요~ 이번 연수를 기회로 방치만 해놓던 칼림바를 직접 연주도 해보고 많은 것을 배울 수 있어서 좋았습니다^^"
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.11.13,,"연수를 들으면서 제일 실질적인 도움을 많이 받았던 연수입니다 사실 학생들에게 학습지나 학급문고 카드뉴스 가정통신문 등 많은 서류를 전달해주는 상황이 많은데 학생들은 내용도 내용이지만 서류의 형식(그림체, 폰트, 서식 등)에도 많은 영향을 받는 것 같았습니다. 컴퓨터를 잘 다루지 못한 저에게 이 연수를 들으면서 많은 스킬을 배웠으며 특히 피피티에서 손그림을 그리는 여러 단축키와 기능을 익혀 학교업무적인 부분에서도 매우 유용한 팁을 얻은 것 같아 넘 만족합니다. 내 교실도 변화시킬 수 있다는 기대가 생기고 무엇보다 바로 연습하고 적용가능한 점에서 이 연수를 다른 선생님께도 꼭꼭 ㅜ천드리고 싶습니다(담임 학급이나 수업활동 평가활동 기타 연수 시에도 다 활용가능합니다)"
디바 제시카의 왕초보 영어 따라잡기,15시간,2022.11.13,,"디바 제시카는 내가 유튜브에서 처음 영어회화를 공부해야겠다라고 마음먹게 만든 산생님이었다. 톡톡 튀는 강의 내용과 좋은 발성과 발음, 그리고 동기 유발까지 나의 첫 영어를 입문시켜준 디바 제시카 선생님을 티셀파 연수에서 다시 만난 건 정말 행운이었다 처음 강의부터 끝까지 영어 회화를 위한 완벽한 구성, 특히 외국인 대화를 자막없이 듣고 유추해보는 코너와 한국어만 읽고 스스로 영작해보는 코너는 영어회화의 수강자의 학습 상태를 고려한 세심한 커리큘럼이라고 할만큼 매우 만족스러웠다. 다음에도 이 연수가 열렸으면 좋겠고 단계별로 연수가 구성되어 나의 스승 디바 제시카님을 또 만나는 행운이 깃들었으면 좋겠다."
재테크보다 중요한 나만의 재무설계,15시간,2022.11.13,,"재무설계에 대해 항목별(투자, 월급 관리, 연금 등)로 나누어 강의가 진행되는 점이 좋았고
재무설계에 대한 큰 틀을 잡는데 도움이 되었던 것 같아요.

재무설계가 어떤 것인지 경험해보고 싶은 분들께 추천드립니다."
"하루 20분, 상황별 생활영어회화",15시간,2022.11.13,,"영어 공부를 책으로도 해보고 유튜브로도 해보았습니다. 저는 진행이 산만하거나 듣기 불편한 목소리면 하기 싫어지는데요. 이 연수는 편안하고 필요한 것만 하고 넘어가서 좋습니다

하루 15~20분이 도전하기 좋고 부담이 없어서 로그인 할때 마음이 무겁지 않아요.

그리고 무엇보다 강사님 목소리가 안정적이어서 듣기가 편합니다.

외국인도 인위적인 목소리가 아니라 실제 원어민으로 목소리라 듣기 불편하지 않습니다.

친한 후배샘에게도 자투리시간 활용으로 괜찮다고 권해주었습니다."
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2022.11.13,,"다양한 그림치료기법에 대해서 알게 되는 계기가 되어 도움이 되었습니다. 다만 기법보다는 그림 분석에 대해 조금 더 심화된 강의를 들을 수 있었으면 좋겠습니다.
전에 다른 데서 어항 속 물고기 그림을 통해 아이의 심리 분석을 하는 수업을 들은 적이 있는데, 여러 아이들의 그림을 예시를 들어 분석해주는 것이 매우 도움이 되었었습니다. 기법은 간단하게 알려주시고 여러 사례를 통한 분석 방법을 배울 수 있는 강의가 더 이어졌으면 좋을 듯합니다."
일본어 마스터 1,30시간,2022.11.13,,완전 처음 접해보는 일본어라 1강 내용부터 쉽지는 않았어요. 영어 알파벳 처음 시작하는 마음으로 일본어도 첫걸음부터 조금씩 익혀나가니 완전 생소한 일본어도 조금씩 친근하게 다가옵니다. 노래로 배운 내용을 복습해주고 강의도 재미있게 진행해주시면서 일본과 한국의 문화 차이도 설명해 주셔서 단순 일본어 강의를 넘어 타문화를 접해보는 기회도 되는 연스였습니다. 일본어 마스터1과 함께하면 일본어 첫걸음 모두 성공하실 것 같습니다. 모두 화이팅입니다~!
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.11.12,,파워포인트를 활용하여 디테일하게 배울 수 있는 좋은 기회였습니다. 강추합니다.
지리와 함께하는 인문학 티타임,30시간,2022.11.12,,어렴풋이 알고 있었던 인문학 상식들에 대해 확실하게 알게 되었고 더욱 호기심과 궁금증이 생기게 하는 멋진 연수였습니다.
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-전근대사",30시간,2022.11.11,,김준우 선생님의 쉽고 재미있는 강의 덕분에 한국사 실력이 한층 올라간 것 같습니다. 많은 도움이 됩니다.
메이슨의 Travel English,30시간,2022.11.11,,"초등 영어 선생님이라면... 항상 고민되는 생활영어!!!

정말 메이슨의 2가지 원격 연수를 통해서 많은 문장을 알고 수업에 적용할 수 있었습니다.

메이슨의 생활영어 --> 메이슨의 여행 영어로 순차적으로 청강하시면 정말 도움이 많이 될 꺼에요!!!

과제도 쉽고 ^^ 시험도 쉽고 ^^ 선생님을 배려하는 티셀파 연수원이네요~~

오늘 하루도 고생하셨고 항상 건강하세요!!"
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2022.11.11,,독립운동에 대한 역사는 학창시절 역사공부를 할 때 가장 꺼려하고 힘들어했던 부분이다. 하지만 그 짧은 기간에 나라를 잃고 우리 조상들이 그 나라를 되찾기 위해 목숨을 걸고 투쟁한 사건이 그렇게 많았다는 점을 되돌아보며 저절로 머리가 숙여진다. 그들이 있었기에 우리가 누리는 자주 국가가 있음을 잊지 말아야할 것이다.
쉽게 시작할 수 있는 노션과 ZOOM 활용 꿀팁!,30시간,2022.11.11,,노션 잘 알려줘서 재밌습니다
기초영어 회화 핵심표현 Real Speaking,30시간,2022.11.10,,어렵지 않게 가르쳐 주셔서 감사합니다.
학생 자존감 수업,15시간,2022.11.10,,"'학생 자존감 수업' 연수를 통해 학생들을 이해하며 존중하고, 자존감을 더 높일 수 있는 수업을 구상하고 활용해야겠다는 생각을 하게 되었습니다. 평소에 어려웠던 학생 생활 지도에도 큰 도움이 될 것 같습니다. 제가 부족했던 부분들을 조금이라도 채울 수 있고 학생 개개인을 존중하는 마음을 가질 수 있도록 마음을 여는 기반이 된 것 같습니다.
아이들이 자신감이 결여되고 부정적인 이유에 대해 조금 더 관심을 가지고 아이들이 조금씩 변화할 수 있도록 긍정의 힘을 키우고 자존감을 높이는 여러 방법들을 실천해 보아야겠다는 생각이 들었습니다. 학생들의 자존감은 현재 뿐만 아니라 앞으로 살아갈 기나긴 인생에 있어 무척 중요한 부분이므로 자존감이 형성되는 중요한 시기라고 생각하고 더 관심을 가져야 할 것 같습니다. 연수를 통해 학생 자존감에 대해 생각해 보고 조그마한 실천을 통해서 아이들을 변화시키고 아이들을 위해 노력과 작은 실천들을 해봄으로써 조금씩 변화할 수 있다는 것을 보고 느낄 수 있으면 그 과정에서 저 또한 아이들 못지 않은 성취감을 느낄 수 있을 것 같습니다.
단순한 지식을 하나, 둘 쌓아가는 것보다 학생의 자존감을 향상시키는 것이 더 우선이고 정서적 안정과 자존감 회복 프로젝트를 통해 정서가 불안하고 우울한 학생, 부정적이고 비관적인 학생들이 자존감을 높이고 긍정적인 마인드로 학교 생활을 즐겁게 했으면 합니다.
사람은 누구나 저마다의 크고 작은 상처와 아픔이 있기 때문에 자신을 위로하고 긍정의 힘으로 극복할 수 있는 힘이 있어야 된다고 생각합니다. 자존감이 낮으면 나를 바라보는 시각이 왜곡되기도 하고 부정적인 시각으로 바라볼 수 밖에 없기 때문입니다. 자존감은 대인관계에서도 영향을 끼치기 때문에 나와 타인의 관계를 바라보는 시선에서 자존감을 가지고 열린 마음을 가져야 타인도 존중할 수 있고 인간관계 형성에 있어서도 열린 마음으로 세상을 바라볼 수 있기 때문입니다."
성호쌤과 함께하는 랜선 박물관 여행,30시간,2022.11.10,,직접 방문하지 않아도 랜선으로 박물관을 구경할 수 있어서 너무 행복했습니다~ 요즘같은 코로나로 대면이 어려운 시기에 여러 종류의 박물관을 알아봐서 너무 유익한 연수였습니다!
"이구동성, 마음을 다루는 미술활동",15시간,2022.11.10,,"연수를 들으면서 내 자신도 편안해지는 시간이었습니다.
그리고 아이들에게 바로 투입해볼 수 있어서
무엇보다 의미있는 연수가 되었습니다.^^"
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2022.11.09,,"역사를 알아야 더 나은 미래를 만들수 있습니다. 우리 나라 역사에 대해 더 깊이 탐구할 수 있었던 의미 있는 시간이었고, 좋은 연수를 준비해 주셔서 감사합니다."
고수들의 중국어 수업 지도법 엿보기,16시간,2022.11.09,,"기대에 비해 실망이 매우 큰 연수였습니다.
일단 연수 명칭부터 바꿀 필요가 있을 것 같습니다.
'고수들의 중국어 수업 지도법 엿보기'라는 연수명을 보고 기대를 가지고 수강 신청을 했는데,
중고등학생들을 대상으로 하는 수업에는 적합하지 않습니다.
미취학아동이나 초등학생 같은 어린이를 대상으로 하는 수업을 하시는 선생님들께나 필요한 연수입니다.
그리고 자막에 오타를 발견하여 문의 드렸는데 다음과 같은 답변을 받았습니다.
<담당자분께 확인했을 시, 做的太好了 와 做得太好了는 같은 뜻을 의미하여 做的太好了으로도 사용된다고 합니다.>
관형어의 표지인 的와 정도보어의 표지인 得는 엄연히 다른 것인데 저런 식의 답변은 전문가답지 않다고 봅니다.
중고등학생들을 위한 중국어 교수법과 관련된 연수가 개설되었으면 좋겠습니다."
정훈쌤의 뚝딱 칼림바,15시간,2022.11.09,,마스크 착용이 생활화되면서 아이들과 함께 교실에서 할 수 있는 악기 연주가 한정되어 너무 아쉬운 와중에 접하게 된 것이 칼림바였습니다. 너무 고운 음색에 제 마음도 힐링되는 듯하여 아이들과 함께하고 싶었는데 선뜻 칼림바 관련된 비대면 연수를 찾기 힘들었어요. 그러던 와중 따당~ 알게된 T셀파 칼림바연수!^^ 쉼고 차분하게 설명해 주셔서 똥손인 저도 즐겁게 배우고 있습니다. 내년에는 아이들과 칼림바 소리가 울리는 교실을 만들고 싶네요^^
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.11.09,,"손그림이라고 하면 항상 걱정이 앞서서, 잘 그려진 그림을 찾아서 사용했는데요. 이번에 연수를 들으면서 자신감이 생겼습니다. 물론 하루 아침에 잘 그릴수는 없겠지만 나도 잘 그릴 수 있겠구나라는 자신감을 가지게 되었어요. 간단한 부분부터 디테일한 부분까지 꼼꼼하게 설명을 해주셔서, 많은 도움이 되었습니다.
태블릿에서 사용하지 못했던 그림그리는 기능 및 색칠까지도 간단하게 알려주셔서 이제 종종 사용할 수 있게 되어서 너무 좋네요. 선생님들에게 강의 추천합니다 !!"
